tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,data_density
114+08571,2018-05-08 08:00:00,4.00,6.00,25.00,54.58,A
114+08571,2018-05-08 12:00:00,4.00,8.00,25.00,54.58,A
114+08571,2018-05-08 14:00:00,8.00,7.00,25.00,27.29,A
114+08571,2018-05-08 15:00:00,6.87,5.00,25.00,31.76,A
114+08571,2018-05-08 18:00:00,7.00,7.00,25.00,31.19,A
114+08571,2018-05-08 19:00:00,4.00,7.00,25.00,54.58,A
114+08571,2018-05-08 20:00:00,5.00,5.00,25.00,43.67,A
114+08571,2018-05-08 21:00:00,6.00,9.00,25.00,36.39,A
114+08571,2018-05-08 22:00:00,10.00,10.00,25.00,21.83,A
114+08571,2018-05-08 23:00:00,21.00,6.00,25.00,10.40,A
114+08211,2018-05-08 01:00:00,15.13,15.00,28.00,371.06,A
114+08211,2018-05-08 02:00:00,19.00,13.00,28.00,295.54,A
114+08211,2018-05-08 03:00:00,10.85,16.00,28.00,517.57,A
114+08211,2018-05-08 04:00:00,6.46,13.00,28.00,869.38,A
114+08211,2018-05-08 05:00:00,16.89,12.00,28.00,332.53,B
114+08211,2018-05-08 06:00:00,12.63,12.00,28.00,444.72,B
114+08211,2018-05-08 07:00:00,10.45,13.00,28.00,537.24,B
114+08211,2018-05-08 08:00:00,12.23,13.00,28.00,459.20,C
114+08211,2018-05-08 09:00:00,14.65,10.00,28.00,383.29,C
114+08211,2018-05-08 10:00:00,13.23,11.00,28.00,424.45,B
114+08211,2018-05-08 11:00:00,9.31,11.00,28.00,603.20,C
114+08211,2018-05-08 12:00:00,10.00,10.00,28.00,561.79,C
114+08211,2018-05-08 13:00:00,12.47,11.00,28.00,450.23,C
114+08211,2018-05-08 14:00:00,10.20,11.00,28.00,550.38,C
114+08211,2018-05-08 15:00:00,10.51,12.00,28.00,534.22,B
114+08211,2018-05-08 16:00:00,14.64,12.00,28.00,383.68,C
114+08211,2018-05-08 17:00:00,13.04,12.00,28.00,430.64,C
114+08211,2018-05-08 18:00:00,14.07,12.00,28.00,399.14,C
114+08211,2018-05-08 19:00:00,12.56,14.00,28.00,446.93,C
114+08211,2018-05-08 20:00:00,13.38,12.00,28.00,419.66,B
114+08211,2018-05-08 21:00:00,13.92,12.00,28.00,403.31,B
114+08211,2018-05-08 22:00:00,9.78,12.00,28.00,574.26,B
114+08211,2018-05-08 23:00:00,28.00,14.00,28.00,200.55,A
114-08103,2018-05-08 00:00:00,26.00,,38.00,32.33,A
114-08103,2018-05-08 03:00:00,35.00,18.00,38.00,24.02,A
114-08103,2018-05-08 04:00:00,21.96,9.00,38.00,38.27,A
114-08103,2018-05-08 05:00:00,26.88,12.00,38.00,31.27,A
114-08103,2018-05-08 06:00:00,12.00,16.00,38.00,70.06,A
114-08103,2018-05-08 07:00:00,14.91,13.00,38.00,56.38,B
114-08103,2018-05-08 08:00:00,15.54,14.00,38.00,54.09,C
114-08103,2018-05-08 09:00:00,16.76,12.00,38.00,50.15,B
114-08103,2018-05-08 10:00:00,17.26,15.00,38.00,48.70,B
114-08103,2018-05-08 11:00:00,18.15,17.00,38.00,46.33,C
114-08103,2018-05-08 12:00:00,10.81,17.00,38.00,77.78,C
114-08103,2018-05-08 13:00:00,11.39,13.00,38.00,73.78,C
114-08103,2018-05-08 14:00:00,9.74,12.00,38.00,86.32,C
114-08103,2018-05-08 15:00:00,8.81,16.00,38.00,95.43,B
114-08103,2018-05-08 16:00:00,3.91,10.00,38.00,214.84,B
114-08103,2018-05-08 17:00:00,8.18,15.00,38.00,102.78,B
114-08103,2018-05-08 18:00:00,9.39,18.00,38.00,89.57,B
114-08103,2018-05-08 19:00:00,17.96,21.00,38.00,46.81,C
114-08103,2018-05-08 20:00:00,17.91,21.00,38.00,46.93,B
114-08103,2018-05-08 21:00:00,28.86,21.00,38.00,29.13,A
114-08103,2018-05-08 22:00:00,22.00,20.00,38.00,38.21,A
114-15717,2018-05-08 00:00:00,29.00,19.00,34.00,39.57,A
114-15717,2018-05-08 06:00:00,8.72,24.00,34.00,131.64,A
114-15717,2018-05-08 07:00:00,21.98,19.00,34.00,52.21,B
114-15717,2018-05-08 08:00:00,9.72,17.00,34.00,118.07,B
114-15717,2018-05-08 09:00:00,16.01,16.00,34.00,71.68,B
114-15717,2018-05-08 11:00:00,19.95,17.00,34.00,57.53,A
114-15717,2018-05-08 12:00:00,21.38,18.00,34.00,53.69,A
114-15717,2018-05-08 13:00:00,15.00,19.00,34.00,76.51,A
114-15717,2018-05-08 14:00:00,21.27,15.00,34.00,53.95,A
114-15717,2018-05-08 15:00:00,18.21,18.00,34.00,63.03,A
114-15717,2018-05-08 16:00:00,19.56,16.00,34.00,58.67,B
114-15717,2018-05-08 17:00:00,18.51,17.00,34.00,62.02,B
114-15717,2018-05-08 18:00:00,27.86,18.00,34.00,41.20,A
114-15717,2018-05-08 19:00:00,19.18,17.00,34.00,59.84,A
114-15717,2018-05-08 20:00:00,15.00,20.00,34.00,76.51,A
114-15717,2018-05-08 21:00:00,12.00,18.00,34.00,95.64,A
114-15717,2018-05-08 22:00:00,10.96,19.00,34.00,104.75,A
114-15717,2018-05-08 23:00:00,15.27,31.00,34.00,75.14,A
114P04549,2018-05-08 00:00:00,43.00,52.00,65.00,6.19,A
114P04549,2018-05-08 01:00:00,50.98,58.00,65.00,5.22,A
114P04549,2018-05-08 02:00:00,45.74,55.00,65.00,5.82,A
114P04549,2018-05-08 03:00:00,51.01,53.00,65.00,5.22,A
114P04549,2018-05-08 04:00:00,41.03,57.00,65.00,6.48,B
114P04549,2018-05-08 05:00:00,50.56,43.00,65.00,5.26,B
114P04549,2018-05-08 06:00:00,29.05,35.00,65.00,9.16,B
114P04549,2018-05-08 07:00:00,25.54,30.00,65.00,10.42,B
114P04549,2018-05-08 08:00:00,27.68,28.00,65.00,9.61,B
114P04549,2018-05-08 09:00:00,28.35,28.00,65.00,9.38,B
114P04549,2018-05-08 10:00:00,26.04,30.00,65.00,10.22,B
114P04549,2018-05-08 11:00:00,51.68,44.00,65.00,5.15,C
114P04549,2018-05-08 12:00:00,56.37,55.00,65.00,4.72,C
114P04549,2018-05-08 13:00:00,55.31,54.00,65.00,4.81,C
114P04549,2018-05-08 14:00:00,50.06,51.00,65.00,5.32,C
114P04549,2018-05-08 15:00:00,49.38,47.00,65.00,5.39,C
114P04549,2018-05-08 16:00:00,47.86,47.00,65.00,5.56,C
114P04549,2018-05-08 17:00:00,41.56,38.00,65.00,6.40,B
114P04549,2018-05-08 18:00:00,34.07,49.00,65.00,7.81,B
114P04549,2018-05-08 19:00:00,59.77,55.00,65.00,4.45,C
114P04549,2018-05-08 20:00:00,58.46,57.00,65.00,4.55,C
114P04549,2018-05-08 21:00:00,56.95,57.00,65.00,4.67,B
114P04549,2018-05-08 22:00:00,60.15,57.00,65.00,4.42,A
114P04549,2018-05-08 23:00:00,52.71,55.00,65.00,5.05,A
114-08102,2018-05-08 00:00:00,23.00,,38.00,9.42,A
114-08102,2018-05-08 01:00:00,20.00,,38.00,10.84,A
114-08102,2018-05-08 03:00:00,33.00,,38.00,6.57,A
114-08102,2018-05-08 04:00:00,37.76,,38.00,5.74,A
114-08102,2018-05-08 05:00:00,27.89,,38.00,7.77,A
114-08102,2018-05-08 06:00:00,21.17,,38.00,10.23,B
114-08102,2018-05-08 07:00:00,16.13,,38.00,13.43,B
114-08102,2018-05-08 08:00:00,14.58,,38.00,14.86,C
114-08102,2018-05-08 09:00:00,22.38,,38.00,9.68,B
114-08102,2018-05-08 10:00:00,18.26,,38.00,11.87,B
114-08102,2018-05-08 11:00:00,15.77,,38.00,13.74,B
114-08102,2018-05-08 12:00:00,13.03,,38.00,16.63,B
114-08102,2018-05-08 13:00:00,10.24,,38.00,21.17,C
114-08102,2018-05-08 14:00:00,10.23,,38.00,21.18,C
114-08102,2018-05-08 15:00:00,5.99,,38.00,36.18,B
114-08102,2018-05-08 16:00:00,4.36,,38.00,49.66,A
114-08102,2018-05-08 17:00:00,5.31,,38.00,40.85,A
114-08102,2018-05-08 18:00:00,6.86,,38.00,31.60,A
114-08102,2018-05-08 19:00:00,20.31,,38.00,10.67,C
114-08102,2018-05-08 20:00:00,21.37,,38.00,10.14,A
114-08102,2018-05-08 21:00:00,29.30,,38.00,7.40,A
114-08102,2018-05-08 23:00:00,32.00,,38.00,6.77,A
114P04548,2018-05-08 00:00:00,43.00,57.00,65.00,12.18,A
114P04548,2018-05-08 01:00:00,50.98,38.00,65.00,10.27,A
114P04548,2018-05-08 02:00:00,45.74,36.00,65.00,11.45,A
114P04548,2018-05-08 03:00:00,48.41,53.00,65.00,10.82,A
114P04548,2018-05-08 04:00:00,36.37,55.00,65.00,14.40,B
114P04548,2018-05-08 05:00:00,49.28,38.00,65.00,10.63,B
114P04548,2018-05-08 06:00:00,26.59,30.00,65.00,19.70,C
114P04548,2018-05-08 07:00:00,25.57,23.00,65.00,20.48,C
114P04548,2018-05-08 08:00:00,23.05,24.00,65.00,22.72,C
114P04548,2018-05-08 09:00:00,28.68,25.00,65.00,18.27,C
114P04548,2018-05-08 10:00:00,23.63,26.00,65.00,22.17,B
114P04548,2018-05-08 11:00:00,43.35,37.00,65.00,12.08,B
114P04548,2018-05-08 12:00:00,52.72,52.00,65.00,9.93,C
114P04548,2018-05-08 13:00:00,52.01,49.00,65.00,10.07,C
114P04548,2018-05-08 14:00:00,37.44,39.00,65.00,13.99,C
114P04548,2018-05-08 15:00:00,33.22,34.00,65.00,15.77,C
114P04548,2018-05-08 16:00:00,26.75,33.00,65.00,19.58,C
114P04548,2018-05-08 17:00:00,24.95,31.00,65.00,21.00,C
114P04548,2018-05-08 18:00:00,25.71,46.00,65.00,20.37,B
114P04548,2018-05-08 19:00:00,59.56,54.00,65.00,8.79,C
114P04548,2018-05-08 20:00:00,57.12,54.00,65.00,9.17,C
114P04548,2018-05-08 21:00:00,55.66,56.00,65.00,9.41,B
114P04548,2018-05-08 22:00:00,56.22,55.00,65.00,9.32,A
114P04548,2018-05-08 23:00:00,51.05,56.00,65.00,10.26,B
114-08101,2018-05-08 00:00:00,24.00,,38.00,21.43,A
114-08101,2018-05-08 01:00:00,61.00,,38.00,8.43,A
114-08101,2018-05-08 03:00:00,35.00,20.00,38.00,14.70,A
114-08101,2018-05-08 04:00:00,37.76,27.00,38.00,13.62,A
114-08101,2018-05-08 05:00:00,27.89,6.00,38.00,18.45,A
114-08101,2018-05-08 06:00:00,18.02,11.00,38.00,28.55,B
114-08101,2018-05-08 07:00:00,16.95,15.00,38.00,30.35,C
114-08101,2018-05-08 08:00:00,15.26,16.00,38.00,33.71,C
114-08101,2018-05-08 09:00:00,21.36,12.00,38.00,24.09,B
114-08101,2018-05-08 10:00:00,18.40,10.00,38.00,27.96,C
114-08101,2018-05-08 11:00:00,20.05,16.00,38.00,25.66,B
114-08101,2018-05-08 12:00:00,14.12,11.00,38.00,36.43,C
114-08101,2018-05-08 13:00:00,12.64,13.00,38.00,40.69,C
114-08101,2018-05-08 14:00:00,11.11,12.00,38.00,46.31,C
114-08101,2018-05-08 15:00:00,5.56,13.00,38.00,92.47,B
114-08101,2018-05-08 16:00:00,5.06,14.00,38.00,101.66,B
114-08101,2018-05-08 17:00:00,5.18,19.00,38.00,99.38,B
114-08101,2018-05-08 18:00:00,5.71,21.00,38.00,90.12,C
114-08101,2018-05-08 19:00:00,17.16,15.00,38.00,29.98,C
114-08101,2018-05-08 20:00:00,23.76,9.00,38.00,21.65,C
114-08101,2018-05-08 21:00:00,25.61,19.00,38.00,20.08,A
114-08101,2018-05-08 23:00:00,30.97,18.00,38.00,16.61,A
114-15723,2018-05-08 02:00:00,17.00,12.00,30.00,33.02,A
114-15723,2018-05-08 05:00:00,13.00,14.00,30.00,43.18,A
114-15723,2018-05-08 07:00:00,6.46,12.00,30.00,86.87,A
114-15723,2018-05-08 08:00:00,12.32,10.00,30.00,45.56,A
114-15723,2018-05-08 09:00:00,9.12,11.00,30.00,61.55,A
114-15723,2018-05-08 10:00:00,9.99,11.00,30.00,56.18,B
114-15723,2018-05-08 11:00:00,9.74,11.00,30.00,57.64,A
114-15723,2018-05-08 12:00:00,10.00,11.00,30.00,56.13,A
114-15723,2018-05-08 13:00:00,13.77,9.00,30.00,40.76,A
114-15723,2018-05-08 14:00:00,9.00,8.00,30.00,62.37,A
114-15723,2018-05-08 15:00:00,7.65,9.00,30.00,73.37,B
114-15723,2018-05-08 16:00:00,14.28,7.00,30.00,39.32,A
114-15723,2018-05-08 17:00:00,9.34,8.00,30.00,60.10,B
114-15723,2018-05-08 18:00:00,6.15,8.00,30.00,91.22,A
114-15723,2018-05-08 20:00:00,13.73,11.00,30.00,40.88,A
114-15723,2018-05-08 21:00:00,16.98,11.00,30.00,33.07,A
114-15723,2018-05-08 22:00:00,8.00,10.00,30.00,70.17,A
